actor_1_name,actor_2_name,actor_1_facebook_likes,actor_2_facebook_likes
Kevin Spacey,Matthew McConaughey,18000.0,11000.0
Tom Welling,Alyson Stoner,3000.0,2000.0
Jerry Ferrara,Scott Elrod,480.0,449.0
Tom Hanks,Lori Petty,15000.0,923.0
Javier Botet,Frances O'Connor,1000.0,575.0
Andrew Garfield,Dustin Fitzsimons,10000.0,349.0
Carmen Perez,Sabrina Revelle,97.0,50.0
Beau Mirchoff,Carmen Electra,2000.0,869.0
Kelly Rutherford,Roger Jackson,287.0,157.0
Lea Thompson,Jeffrey Weissman,1000.0,869.0
Will Ferrell,Alison Brie,8000.0,2000.0
Keanu Reeves,Anthony Hopkins,18000.0,12000.0
Meryl Streep,Mary Lynn Rajskub,11000.0,935.0
Harrison Ford,Christopher Meloni,11000.0,3000.0
Philip Seymour Hoffman,Matt Damon,22000.0,13000.0
Bill Murray,Kathleen Turner,13000.0,899.0
Paul Walker,Bruce Greenwood,23000.0,984.0
Robert De Niro,Anne Hathaway,22000.0,11000.0
Olivia Munn,Nadine Velazquez,2000.0,874.0
Wes Studi,Terry Kinney,855.0,363.0
Bokeem Woodbine,Curtis Armstrong,904.0,876.0
Rosario Dawson,Powers Boothe,3000.0,472.0
Dennis Quaid,Edgar Ramírez,2000.0,897.0
J.K. Simmons,Jon Favreau,24000.0,4000.0
Jason Alexander,Bruce McGill,700.0,655.0
Sally Kirkland,Jay O. Sanders,433.0,256.0
Chloë Grace Moretz,Nia Long,17000.0,826.0
J.K. Simmons,Brad Pitt,24000.0,11000.0
Finn Wittrock,Jack O'Connell,769.0,698.0
Matthew Perry,Hunter Parrish,2000.0,2000.0
Don Johnson,Kate Upton,982.0,971.0
Krista Allen,Andrew Fiscella,164000.0,137000.0
Tom Hanks,Mark Rylance,15000.0,535.0
Joaquim de Almeida,David Keith,578.0,563.0
Pink,Mario Lopez,836.0,719.0
Lisa Ann Walter,Nick Cannon,1000.0,593.0
Kirsten Dunst,Denis Leary,4000.0,835.0
Michael Jai White,Frank Welker,2000.0,2000.0
Henry Cavill,James Frain,15000.0,1000.0
Matthew McConaughey,Margarita Levieva,11000.0,980.0
Liam Neeson,Frank Langella,14000.0,903.0
Christian Bale,Hugh Jackman,23000.0,20000.0
Kevin Spacey,Christoph Waltz,18000.0,11000.0
Brendan Fraser,Paul Scheer,3000.0,190.0
Rudy Youngblood,Dalia Hernández,708.0,78.0
Joe Don Baker,Desmond Llewelyn,387.0,244.0
Topher Grace,Alice Braga,2000.0,1000.0
Brian Dennehy,Debra Winger,954.0,568.0
Johnny Depp,Charles S. Dutton,40000.0,534.0
Keanu Reeves,Dylan Walsh,18000.0,426.0
Gena Rowlands,Deneen Tyler,545.0,351.0
Jennifer Garner,Odeya Rush,3000.0,2000.0
Busy Philipps,Beau Garrett,1000.0,689.0
Johnny Cannizzaro,Steve Schirripa,880.0,413.0
Matt Damon,Dean Stockwell,13000.0,936.0
Robert Downey Jr.,Charles S. Dutton,21000.0,534.0
Anthony Hopkins,Morgan Freeman,12000.0,11000.0
Lorraine Bracco,José Wilker,472.0,47.0
Sam Trammell,Johnny Lewis,1000.0,741.0
Macaulay Culkin,John Larroquette,3000.0,450.0
J.K. Simmons,Sam Trammell,24000.0,1000.0
Brad Garrett,Scott Porter,799.0,690.0
Bobby Lee,Nelson Ascencio,176.0,61.0
Miriam Margolyes,Tom Virtue,405.0,358.0
Alison Brie,Aimee Teegarden,2000.0,741.0
Nicolas Cage,Chris Bauer,12000.0,638.0
Michael Wincott,Kevin Dillon,720.0,576.0
James Wilcox,Randall Park,683.0,392.0
Adam Arkin,Celia Weston,374.0,258.0
Emma Bell,Jacqueline MacInnes Wood,703.0,682.0
Jeanne Tripplehorn,Burt Young,711.0,683.0
Kevin Spacey,Haley Joel Osment,18000.0,3000.0
Jimmy Fallon,KaDee Strickland,787.0,299.0
Bruce Dinsmore,Melissa Altro,51.0,21.0
Lisa Ann Walter,Shaun Weiss,1000.0,613.0
Liam Neeson,Charlize Theron,14000.0,9000.0
Jonathan Winters,Peter Boyle,924.0,595.0
Tom Hanks,Thomas Horn,15000.0,467.0
Noah Bean,Patti D'Arbanville,293.0,117.0
50 Cent,Bill Duke,1000.0,1000.0
Michael Biehn,Cary-Hiroyuki Tagawa,2000.0,1000.0
Rosario Dawson,David Fine,3000.0,1000.0
Rufus Sewell,Jimmy Smits,3000.0,941.0
Oliver Hudson,Valerie Perri,607.0,322.0
Marlon Brando,Temuera Morrison,10000.0,368.0
Catherine Deneuve,Justin Chambers,964.0,931.0
Natalie Portman,Scarlett Johansson,20000.0,19000.0
Keanu Reeves,Charlize Theron,18000.0,9000.0
Stephen Rea,Andrea Frankle,327.0,253.0
Robert De Niro,David Carradine,22000.0,926.0
Ed Begley Jr.,Cliff Robertson,783.0,754.0
Jordi Mollà,Callum Blue,877.0,738.0
Gary Oldman,Jaleel White,10000.0,908.0
Robert De Niro,James Franco,22000.0,11000.0
Mira Sorvino,Nathan Lane,978.0,886.0
Dane Cook,Jay Hernandez,1000.0,1000.0
Al Pacino,Martin Landau,14000.0,940.0
Bobbie Phillips,Elizabeth Berkley,16000.0,893.0
Kirsten Dunst,Shirley Henderson,4000.0,887.0
Nicolas Cage,Michael Rapaport,12000.0,975.0
Sylvester Stallone,Miranda Richardson,13000.0,530.0
Naomi Watts,Geraldine Chaplin,6000.0,382.0
Carol Kane,Warren Beatty,636.0,631.0
Bill Murray,Meryl Streep,13000.0,11000.0
Angelina Jolie Pitt,Stockard Channing,11000.0,944.0
Richard Epcar,Michael McKean,782.0,658.0
Mathieu Kassovitz,Jamel Debbouze,326.0,326.0
Mary-Kate Olsen,Bob Saget,976.0,799.0
Omar Epps,Nia Long,865.0,826.0
Ted Danson,Tim Blake Nelson,875.0,596.0
Alexa PenaVega,Treat Williams,2000.0,642.0
Natascha McElhone,Jeffrey Combs,2000.0,886.0
Josh Hutcherson,Salma Hayek,14000.0,4000.0
Daniel Radcliffe,Spencer Wilding,11000.0,1000.0
Justin Theroux,Amber Valletta,1000.0,627.0
Bernie Mac,Sean Hayes,1000.0,760.0
M. Emmet Walsh,Jason Robards,521.0,372.0
Michael Jai White,Daniel von Bargen,2000.0,577.0
Norman Reedus,Dennis Quaid,12000.0,2000.0
Gary Dourdan,Mekhi Phifer,1000.0,1000.0
Rufus Sewell,Bridgette Wilson-Sampras,3000.0,545.0
Bridgette Wilson-Sampras,Matt Ross,545.0,248.0
Chris Evans,Benedict Wong,11000.0,372.0
John Gatins,Lou Saliba,61.0,46.0
Eric Idle,Anne Bancroft,795.0,754.0
Ray Winstone,Mark Rylance,1000.0,535.0
Alex Pettyfer,Sophie Okonedo,15000.0,460.0
Sarah Roemer,Aaron Yoo,884.0,617.0
Angelina Jolie Pitt,Fisher Stevens,11000.0,922.0
James Brolin,Zan Marolt,499.0,3.0
Jennifer Jason Leigh,Bill Cobbs,1000.0,970.0
Jet Li,Takeshi Kaneshiro,5000.0,755.0
Jay Hernandez,Kuno Becker,1000.0,580.0
Chris Evans,Ewen Bremner,11000.0,557.0
Adam Goldberg,Bob Balaban,1000.0,559.0
Matthew Broderick,Glenn Morshower,2000.0,894.0
Michael Wincott,Bai Ling,720.0,581.0
Tamannaah Bhatia,Anushka Shetty,218.0,133.0
Arliss Howard,Brooklynn Proulx,152.0,142.0
Colin Ferguson,Stephen Collins,747.0,452.0
Paul Walker,Vin Diesel,23000.0,14000.0
Martin Landau,Catherine O'Hara,940.0,925.0
Adam Baldwin,Sean Maher,2000.0,505.0
Omar Epps,Charles S. Dutton,865.0,534.0
Margot Kidder,Robert Vaughn,593.0,542.0
Robert De Niro,Sylvester Stallone,22000.0,13000.0
Takeshi Kaneshiro,Tony Chiu Wai Leung,755.0,643.0
Ethan Embry,Mary Lynn Rajskub,982.0,935.0
Gerard Butler,John Michael Higgins,18000.0,957.0
Austin Pendleton,Phil Hartman,592.0,516.0
Steve Buscemi,Alexa PenaVega,12000.0,2000.0
LeVar Burton,Alan Ruck,1000.0,946.0
Tony Chiu Wai Leung,Hye-kyo Song,643.0,290.0
Robert Pattinson,Christoph Waltz,21000.0,11000.0
Joseph Gordon-Levitt,Wayne Knight,23000.0,967.0
Blythe Auffarth,Bianca Collins,76.0,47.0
Denzel Washington,Vincent Pastore,18000.0,584.0
Bill Cobbs,Jeff Kober,970.0,919.0
Sarah Silverman,Anne Bancroft,931.0,754.0
D.B. Woodside,Daniella Alonso,598.0,557.0
Sonia Braga,Shirley Knight,308.0,285.0
Jim Belushi,Ken Marino,854.0,543.0
Johnny Depp,Frank Langella,40000.0,903.0
J.K. Simmons,Paul Guilfoyle,24000.0,210.0
Beth Grant,Dagmara Dominczyk,628.0,316.0
Mo'Nique,Gabourey Sidibe,940.0,906.0
Jeff Bridges,Jason Marsden,12000.0,1000.0
Wilford Brimley,Richard Masur,957.0,163.0
Vin Diesel,Nolan Gerard Funk,14000.0,924.0
Gregory Scott Cummins,Claudia Stedelin,37.0,12.0
Tom Skerritt,Usher Raymond,1000.0,569.0
Bill Murray,Toby Jones,13000.0,2000.0
Mike Howard,Jeffrey W. Jenkins,378.0,18.0
Hayden Christensen,Ryan Cartwright,4000.0,476.0
Dennis Quaid,Nicole Beharie,2000.0,898.0
Chloë Grace Moretz,Maggie Siff,17000.0,1000.0
Sylvester Stallone,Phylicia Rashad,13000.0,597.0
Jeremy Renner,Jon Hamm,10000.0,4000.0
Anna Kendrick,Dennis Quaid,10000.0,2000.0
J.K. Simmons,Brad Pitt,24000.0,11000.0
Gerard Butler,Anthony Simcoe,18000.0,82.0
Chris Hemsworth,Olivia Wilde,26000.0,10000.0
Patton Oswalt,Neil Flynn,786.0,625.0
Bruce Willis,Tracy Morgan,13000.0,642.0
Alison Brie,Damon Wayans Jr.,2000.0,756.0
Morgan Freeman,Michael Roark,11000.0,680.0
Kristen Stewart,Taylor Lautner,17000.0,12000.0
Denzel Washington,Laura Harring,18000.0,669.0
Peter Greene,Dave Chappelle,789.0,744.0
Laura-Leigh,Molly C. Quinn,740.0,707.0
Yuliya Snigir,Fedor Bondarchuk,463.0,35.0
Kathleen Quinlan,M.C. Gainey,551.0,284.0
Bernie Casey,Klaus Maria Brandauer,180.0,172.0
Charlie McDermott,Collette Wolfe,496.0,390.0
Morgan Freeman,Taylor Blackwell,11000.0,641.0
Charlize Theron,James Frain,9000.0,1000.0
Vin Diesel,Jeff Kober,14000.0,919.0
Emma Stone,Bradley Cooper,15000.0,14000.0
Alexa PenaVega,Virginia Madsen,2000.0,912.0
Rick Yune,Reeve Carney,746.0,602.0
Anthony Hopkins,Colin O'Donoghue,12000.0,3000.0
Blair Underwood,Xander Berkeley,685.0,485.0
Stockard Channing,Nathan Lane,944.0,886.0
Cheryl Hines,Kenan Thompson,541.0,521.0
Bernie Mac,Dylan Baker,1000.0,812.0
Bradley Cooper,Rob Riggle,14000.0,839.0
Mike Tyson,Lynn Hung,461.0,79.0
Muse Watson,Verne Troyer,45000.0,645.0
Michael Gough,Jack Palance,920.0,549.0
Jordi Mollà,Dougray Scott,877.0,794.0
Rene Russo,Nick Chinlund,808.0,277.0
Catherine Dyer,Quinton Aaron,768.0,734.0
Jon Foo,Aimee Garcia,778.0,618.0
Alexa PenaVega,Cheech Marin,2000.0,843.0
Kevin Spacey,Lindsay Sloane,18000.0,464.0
Matt Damon,Jeff Bridges,13000.0,12000.0
Meryl Streep,Anne Hathaway,11000.0,11000.0
Leonard Nimoy,Nichelle Nichols,12000.0,664.0
Jon Favreau,Eric Stonestreet,4000.0,904.0
Robert De Niro,Robert Mitchum,22000.0,1000.0
Kevin Spacey,Jim Sturgess,18000.0,5000.0
Amy Schumer,Randall Park,492.0,392.0
Bernie Mac,Nicole Sullivan,1000.0,358.0
Colin Firth,Kristin Scott Thomas,14000.0,1000.0
Kevin Spacey,Matt McCoy,18000.0,398.0
Michael Angarano,Kelly Preston,947.0,742.0
Tom Selleck,Wilford Brimley,19000.0,957.0
Natasha Henstridge,Marg Helgenberger,900.0,759.0
Johnny Depp,Lin Shaye,40000.0,852.0
Dylan Baker,Jake Weber,812.0,551.0
Leonardo DiCaprio,Anne Parillaud,29000.0,130.0
Scott Glenn,Kevin Connolly,826.0,638.0
Chris Evans,Sarah Michelle Gellar,11000.0,4000.0
Alfre Woodard,Riley Smith,1000.0,762.0
Mila Kunis,Justin Timberlake,15000.0,3000.0
Chloë Grace Moretz,Ike Barinholtz,17000.0,329.0
Tom Hanks,Ruth Wilson,15000.0,2000.0
Denzel Washington,Delroy Lindo,18000.0,848.0
Charlyne Yi,Maude Apatow,529.0,130.0
Robin Williams,Bernie Mac,49000.0,1000.0
Craig Parker,Kevin Grevioux,978.0,593.0
Robin Williams,Christine Taylor,49000.0,838.0
Jon Lovitz,Jon Heder,11000.0,970.0
Stockard Channing,Victor Webster,944.0,940.0
Johnny Depp,Al Pacino,40000.0,14000.0
Milla Jovovich,Jaymes Butler,14000.0,2000.0
Heather O'Rourke,Zelda Rubinstein,887.0,770.0
J.K. Simmons,Tom Hanks,24000.0,15000.0
Mila Kunis,Beau Bridges,15000.0,552.0
Matt Bomer,Olivia Wilde,20000.0,10000.0
Danneel Ackles,Noureen DeWulf,1000.0,700.0
Ashley Williams,Steve Howey,969.0,826.0
Jodi Lyn O'Keefe,Kimberly Elise,897.0,637.0
Tom Wilkinson,Marsha Thomason,1000.0,691.0
Tatum O'Neal,Vic Morrow,288.0,257.0
Ming-Na Wen,Raul Julia,2000.0,1000.0
Emilia Fox,Frank Finlay,396.0,338.0
Johnny Depp,Jason Flemyng,40000.0,1000.0
Keisha Castle-Hughes,Hiam Abbass,446.0,224.0
Robert Ri'chard,Paris Hilton,730.0,716.0
Natalie Portman,Julia Roberts,20000.0,8000.0
Leonardo DiCaprio,Naomi Watts,29000.0,6000.0
Jason Flemyng,Cameron Boyce,1000.0,915.0
Aaliyah,Lena Olin,775.0,541.0
Adam Baldwin,Robert Davi,2000.0,683.0
Billy Burke,Jesse Tyler Ferguson,2000.0,648.0
Brendan Fraser,Sissy Spacek,3000.0,874.0
Brian Blessed,William Hootkins,591.0,488.0
Stephen Root,Mike Starr,939.0,854.0
Cicely Tyson,Chad Lindberg,907.0,445.0
Kevin Spacey,Bob Gunton,18000.0,461.0
Robert De Niro,Joshua Mikel,22000.0,1000.0
Daniel Mays,Bill Bailey,287.0,175.0
Frank Whaley,J.T. Walsh,436.0,263.0
Mitch Pileggi,Callum Rennie,826.0,716.0
Anne Hathaway,Steve Coogan,11000.0,1000.0
Will Smith,Eddie Marsan,10000.0,979.0
Ken Arnold,Benjamin J. Cain Jr.,327.0,73.0
Jim Broadbent,Olivia Williams,1000.0,766.0
Robert Downey Jr.,Rip Torn,21000.0,826.0
Drake Bell,Tracy Morgan,1000.0,642.0
Alona Tal,James Ransone,1000.0,412.0
Shannon Elizabeth,Portia de Rossi,1000.0,573.0
Joseph Gordon-Levitt,Dania Ramirez,23000.0,1000.0
Jim Gaffigan,Richard T. Jones,472.0,328.0
Djimon Hounsou,Lucy Gordon,3000.0,61.0
Jason Statham,Clifton Collins Jr.,26000.0,968.0
Kirsten Dunst,Jon Favreau,4000.0,4000.0
Brendan Fraser,Brooke Shields,3000.0,1000.0
Alex Russell,Cariba Heine,465.0,351.0
Liam Neeson,Alun Armstrong,14000.0,192.0
Meryl Streep,Tom Cruise,11000.0,10000.0
Rosanna Arquette,Dann Florek,605.0,367.0
Tim Meadows,Nat Faxon,553.0,214.0
Kevin Spacey,Scott Glenn,18000.0,826.0
Gregory Smith,Ronny Cox,694.0,605.0
Michiel Huisman,Jim Broadbent,2000.0,1000.0
Tom Skerritt,Bashar Rahal,1000.0,603.0
Brad Pitt,Tye Sheridan,11000.0,1000.0
Paul Sorvino,Lela Rochon,635.0,316.0
Mireille Enos,Martin Donovan,1000.0,206.0
Heath Ledger,Mark Addy,13000.0,891.0
Julie Benz,Wayne Knight,3000.0,967.0
Kevin Zegers,Rip Torn,2000.0,826.0
Joseph Gordon-Levitt,Soleyman Pierini,23000.0,22.0
Marley Shelton,Lee Arenberg,690.0,457.0
Archie Panjabi,Albert Finney,883.0,883.0
Ruth Wilson,Indira Varma,2000.0,729.0
Adam Baldwin,Thomas Ian Nicholas,2000.0,864.0
Delroy Lindo,Jesse Borrego,848.0,674.0
Jim Broadbent,Tom Wilkinson,1000.0,1000.0
Peter Coyote,Gregg Henry,548.0,298.0
Oliver Reed,Rod Steiger,695.0,279.0
Olivier Martinez,François Cluzet,837.0,541.0
Jeremy W. Auman,Jeffrey Dover,3.0,2.0
Maricel Álvarez,Hanaa Bouchaib,30.0,9.0
Tamsin Egerton,Alice Englert,621.0,525.0
Salma Hayek,Sam Shepard,4000.0,820.0
Bill Cobbs,Aisha Tyler,970.0,856.0
Ki Hong Lee,Aml Ameen,988.0,149.0
Tom Wilkinson,June Diane Raphael,1000.0,249.0
Richard E. Grant,Geraldine Chaplin,554.0,382.0
Hugh Jackman,Ellen Burstyn,20000.0,1000.0
David Paymer,Kevin J. O'Connor,372.0,248.0
Nicolas Cage,Mark Valley,12000.0,774.0
Rumi Hiiragi,Yûki Amami,6.0,3.0
Tiago Riani,Melissa Benoist,989.0,970.0
Johnny Depp,Charlize Theron,40000.0,9000.0
Liam Aiken,Eva Marie Saint,818.0,649.0
Gerard Butler,Dennis Quaid,18000.0,2000.0
Terry Pheto,Fana Mokoena,113.0,98.0
Paul Sorvino,Warren Beatty,635.0,631.0
Tom Cruise,Demi Moore,10000.0,2000.0
Michael Jai White,Bill Duke,2000.0,1000.0
Nia Long,Cedric the Entertainer,826.0,436.0
Kyle Hebert,Brianne Brozey,324.0,15.0
Max Minghella,Veronika Vernadskaya,614.0,150.0
Ryan Guzman,Stephen Boss,3000.0,594.0
Lin Shaye,Kenan Thompson,852.0,521.0
Keanu Reeves,Joseph Sikora,18000.0,223.0
Laura Harring,Marco St. John,669.0,403.0
Sean Pertwee,Kuno Becker,722.0,580.0
Jason Statham,Reggie Lee,26000.0,828.0
Angelina Jolie Pitt,Kurt Fuller,11000.0,617.0
Harrison Ford,Ian McDiarmid,11000.0,1000.0
Ryan Kruger,Jason Cope,165.0,107.0
Kate Winslet,David Kross,14000.0,388.0
Justin Theroux,Lauren Ambrose,1000.0,945.0
Peter Dinklage,Zooey Deschanel,22000.0,11000.0
Robert Duvall,Kyra Sedgwick,3000.0,941.0
James Coburn,Nichelle Nichols,773.0,664.0
Bill Murray,Alfre Woodard,13000.0,1000.0
Ana de la Reguera,Moises Arias,678.0,635.0
Matt Lucas,Wendi McLendon-Covey,722.0,655.0
Channing Tatum,James Franco,17000.0,11000.0
Nia Long,Enrico Colantoni,826.0,724.0
Robert De Niro,Charlize Theron,22000.0,9000.0
Paul Walker,Hayden Christensen,23000.0,4000.0
Robin Williams,Robert De Niro,49000.0,22000.0
Brandon T. Jackson,Tony Curran,918.0,845.0
Jake Gyllenhaal,Cas Anvar,15000.0,491.0
Illeana Douglas,Danny Nucci,344.0,242.0
Logan Lerman,Virginia Madsen,8000.0,912.0
Callum Rennie,Julian Richings,716.0,648.0
Christopher Lee,John Belushi,16000.0,1000.0
Ken Howard,Freddy Rodríguez,649.0,579.0
Viggo Mortensen,Kyle Schmid,10000.0,917.0
Jason Statham,Jason Flemyng,26000.0,1000.0
Leonardo DiCaprio,Pat Hingle,29000.0,165.0
Frances Fisher,Mike Doyle,638.0,160.0
Nicolas Cage,Marc Anthony,12000.0,368.0
Alice Braga,RZA,1000.0,561.0
Robert Forster,Aimee Garcia,889.0,618.0
Haley Joel Osment,Nancy Travis,3000.0,359.0
Steve Buscemi,Olivia Wilde,12000.0,10000.0
George Kennedy,Frank Welker,3000.0,2000.0
Bill Murray,Vanessa Redgrave,13000.0,898.0
Tony Curran,Beau Bridges,845.0,552.0
Joan Plowright,Rollo Weeks,330.0,239.0
Harrison Ford,Marlon Brando,11000.0,10000.0
Rob Riggle,Kelli Garner,839.0,730.0
Alicia Witt,Olympia Dukakis,975.0,345.0
Gary Oldman,Jordi Mollà,10000.0,877.0
Meryl Streep,Michael Gough,11000.0,920.0
Denzel Washington,Bruce Greenwood,18000.0,984.0
Desmond Llewelyn,Lois Chiles,244.0,202.0
Bill Murray,Tom Wilkinson,13000.0,1000.0
Anthony Hopkins,Mika Boorem,12000.0,495.0
Julian Sands,Peter Jason,687.0,151.0
Dennis Quaid,Andre Braugher,2000.0,702.0
Ed Begley Jr.,Kate McKinnon,783.0,370.0
Chris Hemsworth,Norman Reedus,26000.0,12000.0
Delroy Lindo,Rene Russo,848.0,808.0
Colm Feore,Chita Rivera,539.0,151.0
Steve Buscemi,Adam Sandler,12000.0,11000.0
Alyson Hannigan,Shannon Elizabeth,3000.0,1000.0
Tom Hanks,John Ratzenberger,15000.0,1000.0
Keanu Reeves,Alan Ruck,18000.0,946.0
Channing Tatum,Lucas Bryant,17000.0,359.0
Harrison Ford,Brendan Fraser,11000.0,3000.0
Ryan Gosling,Denzel Washington,33000.0,18000.0
Scott Glenn,Jeffrey Jones,826.0,692.0
Alex Pettyfer,David Oyelowo,15000.0,1000.0
Gary Cole,Stephen Root,989.0,939.0
Anjelica Huston,Raul Julia,1000.0,1000.0
Bruce Spence,Bob Gunton,531.0,461.0
Anne Hathaway,Hector Elizondo,11000.0,995.0
Stockard Channing,Elizabeth Berkley,944.0,893.0
Morgan Freeman,Brad Pitt,11000.0,11000.0
Sharlto Copley,Jed Brophy,2000.0,433.0
Scarlett Johansson,Bill Fagerbakke,19000.0,542.0
John Doman,Spencer Treat Clark,616.0,541.0
Clint Eastwood,Morgan Freeman,16000.0,11000.0
Robert De Niro,Chazz Palminteri,22000.0,979.0
Ryan Gosling,Kevin Connolly,33000.0,638.0
Judy Greer,Bern Cohen,2000.0,805.0
Emily Osment,Vanessa Williams,1000.0,1000.0
Elizabeth Daily,Casey Kasem,971.0,844.0
George Carlin,Blythe Danner,769.0,713.0
Anthony Hopkins,Brad Pitt,12000.0,11000.0
J.K. Simmons,Anna Kendrick,24000.0,10000.0
Hope Davis,June Squibb,442.0,344.0
Cory Hardrict,Vincent Leclerc,303.0,18.0
Joseph Gordon-Levitt,Bruce Willis,23000.0,13000.0
Chazz Palminteri,Mark Addy,979.0,891.0
Miriam Margolyes,Christine Cavanaugh,405.0,368.0
Meryl Streep,Steve Carell,11000.0,7000.0
Mila Kunis,Jack McBrayer,15000.0,975.0
Zach Gilford,Aimee Teegarden,971.0,741.0
Josh Charles,Tony Nappo,1000.0,654.0
Tina Fey,Amy Poehler,2000.0,1000.0
Bill Cobbs,Harry Connick Jr.,970.0,631.0
Anne Hathaway,Steve Howey,11000.0,826.0
Antony Starr,Scott Adsit,506.0,316.0
Jennifer Garner,Judy Greer,3000.0,2000.0
Kurt Fuller,Audrey Fleurot,617.0,204.0
Liam Neeson,Brendan Fraser,14000.0,3000.0
Johnny Depp,Ethan Suplee,40000.0,1000.0
Robin Wright,John Savage,18000.0,652.0
Leonard Nimoy,Nichelle Nichols,12000.0,664.0
Brenda Song,Robert Forster,1000.0,889.0
George Kennedy,Fred Ward,3000.0,459.0
Patrick Macnee,Alison Doody,1000.0,439.0
Mark Gatiss,Geraldine McEwan,567.0,269.0
Gerard Butler,Harry Connick Jr.,18000.0,631.0
Bruce Greenwood,Frankie Muniz,984.0,934.0
Benedict Cumberbatch,Alfie Allen,19000.0,1000.0
Vanessa Redgrave,Marcia DeBonis,898.0,60.0
Stephen Root,Ken Takakura,939.0,255.0
Kate Upton,Larry David,971.0,860.0
Johnny Depp,Christopher Lee,40000.0,16000.0
Mehcad Brooks,Austin Nichols,696.0,663.0
Edgar Arreola,Bernardo Saracino,455.0,221.0
Jake Gyllenhaal,50 Cent,15000.0,1000.0
Bojana Novakovic,Alison Lohman,2000.0,1000.0
Harrison Ford,Michiel Huisman,11000.0,2000.0
Haley Joel Osment,Robert Duvall,3000.0,3000.0
Alyson Stoner,Stephen Boss,2000.0,594.0
Faizon Love,Mika Boorem,585.0,495.0
Will Ferrell,Christian Stolte,8000.0,189.0
Danny Huston,Mark Rendall,430.0,72.0
Chris Hemsworth,Bradley Whitford,26000.0,821.0
Carmen Electra,Diedrich Bader,869.0,759.0
Robert De Niro,Yaphet Kotto,22000.0,581.0
Yaphet Kotto,Maria Conchita Alonso,581.0,571.0
Bill Murray,Jim Belushi,13000.0,854.0
Jessica Barden,Vicky Krieps,157.0,33.0
Zach Gilford,Joan Allen,971.0,805.0
Brian Thompson,Talisa Soto,663.0,349.0
Tom Hanks,Rob Riggle,15000.0,839.0
Chloë Grace Moretz,Judy Greer,17000.0,2000.0
Alfre Woodard,Yaya DaCosta,1000.0,712.0
Debi Mazar,Kevin Connolly,680.0,638.0
Dwayne Johnson,Jurnee Smollett-Bell,12000.0,2000.0
Bernie Mac,Larry Miller,1000.0,611.0
Martin Landau,Alan Oppenheimer,940.0,271.0
Channing Tatum,David Costabile,17000.0,681.0
Devin Ratray,Miranda Richardson,1000.0,530.0
Craig Ferguson,Robert Lopez,759.0,73.0
Elden Henson,Mimi Rogers,577.0,291.0
Warren Beatty,Kirk Baltz,631.0,199.0
Tika Sumpter,Josh Hopkins,521.0,491.0
Meryl Streep,William Hurt,11000.0,882.0
Denzel Washington,Costas Mandylor,18000.0,723.0
Rainn Wilson,Eddie Izzard,973.0,776.0
Olivia Munn,Dorian Missick,2000.0,1000.0
Ioan Gruffudd,Rhys Wakefield,2000.0,942.0
Holly Hunter,Kevin Sussman,1000.0,681.0
Alison Brie,Jacki Weaver,2000.0,401.0
Bernie Mac,Chris Noth,1000.0,962.0
Olivia Wilde,Daniel Stern,10000.0,796.0
Milla Jovovich,Cameron Bright,14000.0,829.0
Brian Dennehy,Drea de Matteo,954.0,739.0
Mira Sorvino,Clifton Collins Jr.,978.0,968.0
Salma Hayek,Stephen Baldwin,4000.0,561.0
Scarlett Johansson,Doug E. Doug,19000.0,953.0
Jake Gyllenhaal,Anne Hathaway,15000.0,11000.0
Al Pacino,Alicia Witt,14000.0,975.0
Jeremy Renner,Charlize Theron,10000.0,9000.0
Bruce Willis,Matthew Perry,13000.0,2000.0
Sarah Polley,David Hewlett,900.0,686.0
Lea Thompson,Jeffrey Jones,1000.0,692.0
Jennifer Ehle,Rick Gonzalez,1000.0,807.0
Eddie Cibrian,Cole Hauser,849.0,787.0
David Paymer,Lobo Sebastian,372.0,206.0
Jessica Paré,Christopher Cousins,489.0,93.0
Grace Phipps,Reid Ewing,596.0,343.0
Christian Bale,Michael Greyeyes,23000.0,909.0
Saffron Burrows,David Suchet,811.0,586.0
Robert Downey Jr.,Aidan Quinn,21000.0,767.0
Ian Whyte,Texas Battle,473.0,315.0
Zach Gilford,James Burnett,971.0,236.0
Robert De Niro,Cameron Bright,22000.0,829.0
Annabella Sciorra,Stark Sands,448.0,143.0
Amy Poehler,Phil LaMarr,1000.0,857.0
Morgan Freeman,Camryn Manheim,11000.0,329.0
Andrew Garfield,Lily Cole,10000.0,785.0
Mark Addy,Atom Egoyan,891.0,460.0
Ólafur Darri Ólafsson,Ingvar Eggert Sigurðsson,147.0,63.0
Justin Timberlake,John Heard,3000.0,697.0
Tyler Labine,Richard Roundtree,779.0,240.0
Denzel Washington,Morgan Freeman,18000.0,11000.0
Robert De Niro,Burt Young,22000.0,683.0
Dominic Cooper,Isabelle Huppert,3000.0,678.0
Al Pacino,Mackenzie Crook,14000.0,871.0
Emir Kusturica,Saïd Taghmaoui,2000.0,378.0
Channing Tatum,Mike Vogel,17000.0,2000.0
Emily Watson,Bill Paterson,876.0,142.0
Dong-gun Jang,Toby Leonard Moore,489.0,181.0
Steve Howey,Holly Valance,826.0,816.0
Brad Pitt,Jeremy Renner,11000.0,10000.0
Bingbing Li,Joan Chen,974.0,643.0
